subID,trial,targetIdx,imgPath,stair1,stair2
12,1,1,S1-15.jpg,0.634258305431455,0.534258305431454
12,2,1,S1-15.jpg,0.596357985683836,0.614759658408964
12,3,1,S1-15.jpg,0.683533972123939,0.593449978105948
12,4,1,S1-15.jpg,0.73877946127019,0.642873597668654
12,5,1,S1-15.jpg,0.77288008528532,0.628401549131294
12,6,1,S1-15.jpg,0.763340983466485,0.612942861082547
12,7,1,S1-15.jpg,0.75283082856127,0.648724197213066
12,8,1,S1-15.jpg,0.741476407585339,0.675196373384711
12,9,1,S1-15.jpg,0.729483742269877,0.666884129935509
12,10,1,S1-15.jpg,0.717153910356799,0.68695712036502
12,11,1,S1-15.jpg,0.746698856442312,0.701036299790109
12,12,1,S1-15.jpg,0.770572655503474,0.696551275786921
12,13,1,S1-15.jpg,0.762605159420089,0.691653037355898
12,14,1,S1-15.jpg,0.754224343506997,0.703170448865191
12,15,1,S1-15.jpg,0.745548153639141,0.699256175649053
12,16,1,S1-15.jpg,0.766717973344038,0.708717478445203
12,17,1,S1-15.jpg,0.783897968587532,0.705447163531993
12,18,1,S1-15.jpg,0.796630528880134,0.701934768210174
12,19,1,S1-15.jpg,0.806845257887396,0.698134046113649
12,20,1,S1-15.jpg,0.803412487829879,0.694027526750834
12,21,1,S1-15.jpg,0.811388210813044,0.703455995661692
12,22,1,S1-15.jpg,0.817535078765381,0.711004132057598
12,23,1,S1-15.jpg,0.822404752377892,0.716970799463148
12,24,1,S1-15.jpg,0.820777016127991,0.721842451033013
12,25,1,S1-15.jpg,0.824664423710349,NaN
12,26,1,S1-15.jpg,0.823248789121552,NaN
12,1,2,S2-19.jpg,0.634258305431455,0.534258305431454
12,2,2,S2-19.jpg,0.596357985683836,0.614759658408964
12,3,2,S2-19.jpg,0.683533972123939,0.659414494947073
12,4,2,S2-19.jpg,0.658036635777462,0.647122388406046
12,5,2,S2-19.jpg,0.718052528945275,0.633645121909983
12,6,2,S2-19.jpg,0.758319580461916,0.619307004405749
12,7,2,S2-19.jpg,0.746605218648166,0.653400496438042
12,8,2,S2-19.jpg,0.77493066851146,0.642404565942078
12,9,2,S2-19.jpg,0.766441566249469,0.63083170764279
12,10,2,S2-19.jpg,0.787204423091774,0.618948527644629
12,11,2,S2-19.jpg,0.780758545067179,0.607023257789344
12,12,2,S2-19.jpg,0.79601418932073,0.635516875194161
12,13,2,S2-19.jpg,0.790970094245608,0.660341500908299
12,14,2,S2-19.jpg,0.802901601257112,0.679670075215339
